original_index,username,iteration,phase,time,gaze_x,gaze_y,speed,matrix_x,matrix_y,density
11,0903-5-cx,21.0,word,1693729241.8931186,532.0,163.0,80.52328855678958,35.0,0.0,0
12,0903-5-cx,21.0,word,1693729241.9245737,580.9999999999999,175.0,50.44799302251776,35.0,0.0,1
13,0903-5-cx,21.0,word,1693729241.9569235,607.9999999999999,183.0,28.16025568065745,35.0,0.0,3
14,0903-5-cx,21.0,word,1693729241.9891102,622.9999999999999,188.0,15.811388300841896,35.0,0.0,2
15,0903-5-cx,21.0,word,1693729242.020388,640.0,188.0,17.0,35.0,0.0,2
16,0903-5-cx,21.0,word,1693729242.0524678,694.9999999999998,185.0,55.08175741568164,35.0,0.0,0
17,0903-5-cx,21.0,word,1693729242.0844736,739.9999999999999,183.0,45.044422518220834,35.0,0.0,5
18,0903-5-cx,21.0,word,1693729242.1003582,764.9999999999999,180.0,25.179356624028344,35.0,0.0,20
19,0903-5-cx,21.0,word,1693729242.132767,784.0,179.99999999999997,19.0,35.0,0.0,21
20,0903-5-cx,21.0,word,1693729242.1648288,794.9999999999999,181.99999999999997,11.180339887498947,35.0,0.0,21
21,0903-5-cx,21.0,word,1693729242.1974616,801.9999999999999,184.0,7.280109889280518,35.0,0.0,20
22,0903-5-cx,21.0,word,1693729242.228431,797.9999999999999,188.0,5.656854249492381,35.0,0.0,21
23,0903-5-cx,21.0,word,1693729242.2605798,791.9999999999998,190.0,6.324555320336759,35.0,0.0,23
24,0903-5-cx,21.0,word,1693729242.2928286,788.9999999999999,190.99999999999997,3.1622776601683795,35.0,0.0,24
25,0903-5-cx,21.0,word,1693729242.3250427,787.0,193.0,2.8284271247461903,35.0,0.0,29
26,0903-5-cx,21.0,word,1693729242.359052,784.9999999999999,195.0,2.8284271247461903,35.0,0.0,34
27,0903-5-cx,21.0,word,1693729242.373047,783.9999999999998,195.99999999999997,1.4142135623730951,35.0,0.0,34
28,0903-5-cx,21.0,word,1693729242.4050517,781.9999999999998,198.0,2.8284271247461903,35.0,0.0,37
29,0903-5-cx,21.0,word,1693729242.4364643,781.9999999999999,199.0,1.0,35.0,0.0,38
30,0903-5-cx,21.0,word,1693729242.4683833,778.9999999999999,201.0,3.605551275463989,35.0,0.0,37
31,0903-5-cx,21.0,word,1693729242.5003722,773.0,203.0,6.324555320336759,35.0,0.0,38
32,0903-5-cx,21.0,word,1693729242.5330253,766.9999999999998,206.00000000000003,6.708203932499369,35.0,0.0,36
33,0903-5-cx,21.0,word,1693729242.564245,761.0000000000001,209.0,6.708203932499369,35.0,0.0,35
34,0903-5-cx,21.0,word,1693729242.5963268,761.0,211.0,2.0,35.0,0.0,35
35,0903-5-cx,21.0,word,1693729242.6289997,788.9999999999997,211.0,28.0,35.0,0.0,41
36,0903-5-cx,21.0,word,1693729242.6451108,842.9999999999999,211.00000000000003,54.0,35.0,0.0,15
37,0903-5-cx,21.0,word,1693729242.6771495,901.9999999999995,211.0,59.0,35.0,0.0,14
38,0903-5-cx,21.0,word,1693729242.7085135,951.0,214.0,49.09175083453431,35.0,0.0,13
39,0903-5-cx,21.0,word,1693729242.740799,986.0,216.0,35.05709628591621,35.0,0.0,13
40,0903-5-cx,21.0,word,1693729242.7725966,1013.0,218.0,27.073972741361768,35.0,0.0,10
41,0903-5-cx,21.0,word,1693729242.8046138,1096.9999999999998,221.0,84.0535543567314,35.0,0.0,37
42,0903-5-cx,21.0,word,1693729242.83665,1177.0,224.0,80.05623023850174,35.0,0.0,36
43,0903-5-cx,21.0,word,1693729242.8689723,1227.9999999999995,226.0,51.03920062069938,35.0,0.0,28
44,0903-5-cx,21.0,word,1693729242.9003873,1256.9999999999995,227.0,29.017236257093817,35.0,0.0,25
45,0903-5-cx,21.0,word,1693729242.9165022,1277.0,227.00000000000009,20.0,35.0,0.0,19
46,0903-5-cx,21.0,word,1693729242.9493885,1287.9999999999995,226.99999999999997,11.0,35.0,0.0,14
47,0903-5-cx,21.0,word,1693729242.9804502,1293.9999999999998,227.99999999999997,6.082762530298219,35.0,0.0,11
48,0903-5-cx,21.0,word,1693729243.0129037,1279.0,227.0,15.033296378372908,35.0,0.0,19
49,0903-5-cx,21.0,word,1693729243.04434,1266.9999999999998,225.0,12.16552506059644,35.0,0.0,21
50,0903-5-cx,21.0,word,1693729243.076599,1260.9999999999998,225.0,6.0,35.0,0.0,23
51,0903-5-cx,21.0,word,1693729243.1087823,1256.9999999999998,224.99999999999997,4.0,35.0,0.0,25
52,0903-5-cx,21.0,word,1693729243.1411877,1255.0000000000002,224.00000000000003,2.23606797749979,35.0,0.0,25
53,0903-5-cx,21.0,word,1693729243.172439,1252.0,223.99999999999997,3.0,35.0,0.0,25
54,0903-5-cx,21.0,word,1693729243.188403,1249.0,224.0,3.0,35.0,0.0,25
55,0903-5-cx,21.0,word,1693729243.220621,1218.0000000000005,224.0,31.0,35.0,0.0,27
56,0903-5-cx,21.0,word,1693729243.2527766,1121.9999999999998,222.0,96.02083107326244,35.0,0.0,44
57,0903-5-cx,21.0,word,1693729243.2849758,1016.0,218.99999999999997,106.04244433244644,35.0,0.0,11
58,0903-5-cx,21.0,word,1693729243.316685,945.9999999999998,216.99999999999991,70.02856560004639,35.0,0.0,12
59,0903-5-cx,21.0,word,1693729243.348872,902.9999999999998,216.99999999999997,43.0,35.0,0.0,13
60,0903-5-cx,21.0,word,1693729243.3802583,877.9999999999998,216.99999999999997,25.0,35.0,0.0,17
61,0903-5-cx,21.0,word,1693729243.4126377,862.9999999999999,218.00000000000009,15.033296378372908,35.0,0.0,16
62,0903-5-cx,21.0,word,1693729243.4445574,851.9999999999999,218.0,11.0,35.0,0.0,15
63,0903-5-cx,21.0,word,1693729243.460702,864.9999999999999,219.0,13.038404810405298,35.0,0.0,16
64,0903-5-cx,21.0,word,1693729243.492957,889.9999999999999,219.0,25.0,35.0,0.0,17
65,0903-5-cx,21.0,word,1693729243.5244722,898.9999999999998,220.0,9.055385138137416,35.0,0.0,14
66,0903-5-cx,21.0,word,1693729243.5566237,910.0,220.00000000000003,11.0,35.0,0.0,15
67,0903-5-cx,21.0,word,1693729243.588573,926.0,221.0,16.0312195418814,35.0,0.0,14
68,0903-5-cx,21.0,word,1693729243.6206882,945.0,223.0,19.1049731745428,35.0,0.0,12
69,0903-5-cx,21.0,word,1693729243.652883,986.0,225.0,41.04875150354759,35.0,0.0,13
70,0903-5-cx,21.0,word,1693729243.6850634,1056.0,228.0,70.06425622241343,35.0,0.0,15
71,0903-5-cx,21.0,word,1693729243.716949,1116.9999999999998,230.0,61.032778078668514,35.0,0.0,42
72,0903-5-cx,21.0,word,1693729243.7331097,1157.9999999999998,228.99999999999997,41.01219330881976,35.0,0.0,38
73,0903-5-cx,21.0,word,1693729243.7652647,1183.0000000000002,229.00000000000003,25.0,35.0,0.0,35
74,0903-5-cx,21.0,word,1693729243.7963748,1198.9999999999998,230.0,16.0312195418814,35.0,0.0,31
75,0903-5-cx,21.0,word,1693729243.8284452,1209.9999999999998,229.9999999999999,11.0,35.0,0.0,28
76,0903-5-cx,21.0,word,1693729243.8608773,1205.0,230.0,5.0,35.0,0.0,30
77,0903-5-cx,21.0,word,1693729243.8923264,1191.9999999999998,229.99999999999997,13.0,35.0,0.0,34
78,0903-5-cx,21.0,word,1693729243.924358,1183.9999999999995,229.0,8.06225774829855,35.0,0.0,35
79,0903-5-cx,21.0,word,1693729243.9568112,1179.9999999999998,228.99999999999997,4.0,35.0,0.0,37
80,0903-5-cx,21.0,word,1693729243.988945,1177.9999999999998,228.99999999999997,2.0,35.0,0.0,36
81,0903-5-cx,21.0,word,1693729244.0051043,1176.0,228.99999999999997,2.0,35.0,0.0,36
82,0903-5-cx,21.0,word,1693729244.0365517,1173.0,228.00000000000003,3.1622776601683795,35.0,0.0,36
83,0903-5-cx,21.0,word,1693729244.0686133,1168.9999999999995,229.0,4.123105625617661,35.0,0.0,36
84,0903-5-cx,21.0,word,1693729244.101187,1164.9999999999998,229.0,4.0,35.0,0.0,37
85,0903-5-cx,21.0,word,1693729244.1323886,1161.0,229.0,4.0,35.0,0.0,39
86,0903-5-cx,21.0,word,1693729244.1646338,1156.9999999999998,229.0,4.0,35.0,0.0,39
87,0903-5-cx,21.0,word,1693729244.1971114,1127.9999999999998,228.00000000000003,29.017236257093817,35.0,0.0,41
88,0903-5-cx,21.0,word,1693729244.228239,1077.0,227.0,51.0098029794274,35.0,0.0,30
89,0903-5-cx,21.0,word,1693729244.2445157,1027.9999999999998,225.99999999999991,49.01020301937138,35.0,0.0,8
90,0903-5-cx,21.0,word,1693729244.2774334,991.0,226.00000000000003,37.0,35.0,0.0,12
91,0903-5-cx,21.0,word,1693729244.3097303,967.0,224.0,24.08318915758459,35.0,0.0,12
92,0903-5-cx,21.0,word,1693729244.3407817,950.9999999999998,222.00000000000009,16.1245154965971,35.0,0.0,13
93,0903-5-cx,21.0,word,1693729244.373077,918.9999999999998,224.0,32.0624390837628,35.0,0.0,14
94,0903-5-cx,21.0,word,1693729244.4050765,872.9999999999998,225.0,46.01086828130936,35.0,0.0,18
95,0903-5-cx,21.0,word,1693729244.436442,838.9999999999999,227.99999999999997,34.132096331752024,35.0,0.0,17
96,0903-5-cx,21.0,word,1693729244.46867,817.0000000000001,231.00000000000009,22.20360331117452,35.0,0.0,23
97,0903-5-cx,21.0,word,1693729244.5009785,800.9999999999998,231.0,16.0,35.0,0.0,33
98,0903-5-cx,21.0,word,1693729244.5169816,790.9999999999999,232.00000000000003,10.04987562112089,35.0,0.0,37
99,0903-5-cx,21.0,word,1693729244.5484316,783.9999999999999,232.0,7.0,35.0,0.0,36
100,0903-5-cx,21.0,word,1693729244.5808873,779.0,231.00000000000009,5.0990195135927845,35.0,0.0,35
101,0903-5-cx,21.0,word,1693729244.6131997,775.9999999999999,231.00000000000003,3.0,35.0,0.0,34
102,0903-5-cx,21.0,word,1693729244.644318,774.0,231.0,2.0,35.0,0.0,33
103,0903-5-cx,21.0,word,1693729244.6764402,772.0,231.00000000000003,2.0,35.0,0.0,34
